stop_id,stop_code,stop_name,stop_lat,stop_lon,zone_id
647,"MALE02","Malechowska",52.4117440800,16.8300521500,A
2300,"BUBUG01","Bugaj/",52.3104351000,17.1818931800,B
665,"ZLDZ02","Złotowska Działki",52.4016095000,16.8105267900,A
2114,"JRSKL01","Jaryszki/Składowa",52.3299460000,17.0161340000,B
2365,"BWKRE01","Bolechówko/Kręta",52.5180795000,16.9872088100,C
2382,"DELES02","Dębogóra/Leśna",52.4974469900,17.0919767300,C
725,"CMNA02","Cmentarna",52.3848173100,16.8394336800,A
247,"CHTYS02","Chludowo/Tysiąclecia",52.5594717900,16.8382236600,C
3536,"WYSTO01","Wysogotowo/Stolarska",52.4077117100,16.7840276900,B
4287,"BLBOL01","Bolesławiec/",52.2093989876,16.7827010470,C
217,"SZWE41","Szwedzka",52.3821058400,16.9908248300,A
174,"GWAR71","Gwarna",52.4073590000,16.9211080000,A
2686,"RDOSP01","Radzewo/Strażnica",52.2093356519,17.0208586051,C
1889,"RTSOB02","Rostworowo/Sobocka",52.5370198100,16.7587170600,B
639,"LESK01","Leśnych Skrzatów",52.4124386400,16.8500791800,A
126,"PLWI42","Pl. Wielkopolski",52.4103531800,16.9308266000,A
2259,"KCPET02","Kicin/Pętla",52.4654992100,17.0213179200,B
159,"KORN42","Kórnicka",52.3987724600,16.9522537500,A
1369,"ROMI02","Rondo Minikowo",52.3559338200,16.9431014900,A
2076,"CDOKR02","Ceradz Dolny/Okrężna",52.4254497100,16.5769179700,C
964,"LUSTU02","Luboń/Studzienna",52.3429896969,16.8445795103,B
1251,"PRZM02","Os. Przemysława",52.3916630400,17.0083528900,A
1082,"SIEL72","Sielska",52.3840502200,16.8870422900,A
2150,"TUKRO01","Tulce/Krótka",52.3427530000,17.0762860000,B
1189,"KZTDW01","Koziegłowy/Taczaka II",52.4437297100,17.0028496100,B
994,"LANG01","Lange",52.3558960200,16.8335377800,A
1456,"MACZ02","Maczka",52.4237774900,16.9142029800,A
271,"GOOBO02","Golęczewo/Obornicka",52.5350930700,16.8354304500,C
1881,"RKMIC01","Rokietnica/Mickiewicza",52.5158567900,16.7396183900,B
2436,"PKWIO02","Paczkowo/Wiosenna",52.3993740000,17.1587560000,C
2414,"JSSOL02","Jasin/Sołecka",52.4077050000,17.0983890000,B
4266,"LEPOL01","Łęczyca/Polna",52.3069400000,16.8713500000,B
938,"LUDEB01","Luboń/Dębiecka",52.3531999753,16.9016322504,B
2900,"SKSZA02","Skórzewo/Szarotkowa",52.3938650000,16.7963130000,B
2127,"KXLAS01","Koninko/Las",52.2999380000,17.0303780000,B
1586,"IPNZ02","IPN",52.3795993700,16.9145704300,A
2007,"BNKLO02","Baranowo/Klonowa",52.4441390000,16.7857500000,B
3972,"RBNOW02","Robakowo/Nowina",52.2939258548,17.0725543496,B
508,"LUSZ01","Lutycka Szpital",52.4412379000,16.9072570100,A
1089,"SSKA02","Szymborska",52.3930640200,16.8885300600,A
1740,"PLSKR01","Plewiska/Skryta",52.3716588700,16.8169676000,B
954,"KOJAL02","Komorniki/Jałowcowa",52.3341394829,16.8299252499,B
694,"DOOSR01","Dopiewo/Ośrodek Zdrowia",52.3591770600,16.6825271300,C
3529,"WYSKO01","Wysogotowo/Skórzewska ",52.4022850200,16.7964778700,B
222,"OSTY41","Os. Tysiąclecia",52.3922581500,16.9722808200,A
1992,"SIPRO02","Sierosław/Prosta",52.4021933200,16.6670028300,C
1820,"TURY01","Turystyczna",52.4824683200,16.7805179400,A
134,"ROSR43","Rondo Śródka",52.4095338300,16.9562091400,A
672,"SKGIM01","Skórzewo/Kozierowskiego Szkoła",52.3907040000,16.7777900000,B
2087,"TPOKR01","Tarnowo Pdg/Okrężna",52.4693106700,16.6515268200,C
1006,"CEDZ01","Cedzyńska",52.3675095800,16.8491513400,A
1976,"BTBRZ02","Batorowo/Brzask",52.4227121100,16.7321550700,C
1365,"ZAKL01","Zaklikowska",52.3486860100,16.9411966200,A
520,"DUKI02","Dukielska",52.4491384600,16.8895241000,A
1079,"CZNZ01","Częstochowska",52.3841036300,16.8830213000,A
2373,"PTWIE01","Potasze/Wierzbowa",52.5236765300,17.0251506100,C
1686,"UE71","Uniwersytet Ekonomiczny",52.4060300000,16.9169800000,A
2612,"KDBRY01","Kórnik/Bnin Rynek",52.2311874800,17.0964539200,C
1096,"PALM02","Palmiarnia",52.4011323300,16.9000809700,A
2515,"XRCZA01","Kruszewnia/Czarnoleska",52.3793910000,17.1034750000,C
3594,"LUWSC01","Luboń/Wschodnia ",52.3431159868,16.8820784789,B
1197,"KZSZK04","Koziegłowy/Szkoła",52.4466610000,16.9907670000,B
2065,"LKDOP01","Lusówko/Dopiewska",52.4280784300,16.6457201500,C
3634,"JRMAG01","Jaryszki/Składowa Magazyny",52.3349753200,17.0120519900,B
2071,"JNPAL01","Jankowice/Pałac",52.4408779500,16.6172356000,C
3974,"SCSZK02","Szczodrzykowo/Szkoła",52.2844967703,17.1051685647,C
3518,"KCZA02","Kotowicza",52.3667558000,16.8844354000,A
2110,"TUOSP02","Tulce/Przylesie",52.3459140900,17.0628576400,B
554,"PUSA02","Puszkina",52.4527483700,16.8649292500,A
3172,"DOKAS02","Dopiewo/Kasztanowa",52.3641111813,16.6714732918,C
2881,"KVWIA01","Krzyżowniki/Wiadukt",52.3109321500,17.1407804500,B
1241,"SDPRZ01","Swarzędz/Przybylskiego",52.4011260698,17.0557454849,B
1744,"PLBOI02","Plewiska/Boisko",52.3678400000,16.8013800000,B
1884,"KSPET02","Krzyszkowo/Pętla",52.5242490756,16.7312266659,B
276,"ZOCED02","Złotkowo/Cedrowa",52.5088791200,16.8369692000,B
2011,"CYCDR01","Chyby/Cedrowa",52.4529720000,16.7728610000,B
2026,"TPKAW01","Tarnowo Pdg/Karolewo II",52.4720497675,16.6955133625,C
2260,"KCROL02","Kicin/Rolna",52.4696196800,17.0257032400,B
4411,"PLJAN01","Plewiska/Jantarowa",52.3650037971,16.8218528627,B
3604,"IAS02","Izba Administracji Skarbowej",52.3895481706,16.9242998678,A
1981,"LWGRZ01","Lusowo/Grzybowa",52.4190489600,16.7181421800,C
4018,"PAWRZ02","Palędzie/Wrzosowa",52.3728820000,16.7259800000,C
616,"PLOT01","Przelot",52.4262619600,16.8599110000,A
1231,"SCDZ02","Schronisko Dla Zwierząt",52.3891142900,17.0251558600,A
1080,"GORC30","Górczyn PKM",52.3818397800,16.8814533600,A
2545,"GAMTU01","Garby Małe/Tulecka",52.3614000000,17.0752240000,C
765,"MARC03","Marcelińska",52.4039261400,16.8753788800,A
4021,"JROL03","Jasna Rola",52.4518617766,16.9457868801,A
932,"LUWPL01","Luboń/Wojska Polskiego",52.3426829913,16.8749653334,B
3801,"MWOGR02","Miękowo/Ogrodowa",52.4973885992,16.9832120609,C
1069,"TACZ02","Taczanowskiego",52.3915854300,16.8677131200,A
1465,"OJAG02","Os. Jagiellońskie",52.3940101100,16.9564066300,A
4416,"WISLO02","Wiry/Słoneczna",52.3187624234,16.8710250639,B
1691,"SZOO71","Stare Zoo",52.4082919200,16.9086570300,A
2749,"SCTRZ02","Szczodrzykowo/Poznańska",52.2927239400,17.1080833300,C
2042,"TPTER02","Tarnowo Pdg/Termy",52.4634689500,16.6418115100,C
2497,"JSRCZ02","Jasin/Rabowicka II",52.3983900000,17.1064040000,B
1947,"BNPRZ02","Baranowo/Przemysława",52.4339241270,16.7961599449,B
2874,"GOSP02","Gospodarska",52.3556800314,17.0280160233,A
1663,"SOB26","Os. Sobieskiego",52.4652405040,16.9163750563,A
2627,"JWWIE02","Jeziory Wielkie/Wieś",52.1837605700,17.1238948700,D
1702,"JUNI43","Junikowo",52.3838300000,16.8356600000,A
2486,"JASZY02","Janikowo/Szybowcowa",52.4397750000,17.0434020000,B
671,"SKOSM01","Skórzewo/Os. Makowe",52.3899460000,16.7800680000,B
632,"KLRA02","Kolorowa",52.4118094600,16.8650660500,A
1758,"KOKSM02","Komorniki/Ks.Malinowskiego",52.3395108200,16.8004001400,B
3092,"RAKO04","Rakoniewicka",52.3779401929,16.8827278117,A
241,"TRAU45","Traugutta",52.3856225400,16.9148690100,A
2402,"LWJUT02","Lusowo/Jutrzenki",52.4425080000,16.6911770000,C
314,"SLKRA01","Suchy Las/Krańcowa",52.4813058000,16.8860568100,B
2601,"SYJEZ01","Skrzynki/Jeziorna",52.2669041600,17.0701069100,C
1294,"BRDSZ01","Borówiec/Deszczowa",52.2806415700,17.0382476200,B
1876,"NASTA02","Napachanie/Starzyńska",52.4897370000,16.7317860000,B
535,"LUDO02","Lutycka/Dojazd",52.4408859400,16.9015685900,A
2947,"OSIA03","Ostatnia",52.3725136784,16.8668044008,A
652,"BRZE02","Brzechwy",52.4077735600,16.8440425500,A
1799,"ROSTW02","Rosnówko/Stawnego",52.2993981384,16.7725330859,C
19,"NADW42","Nad Wierzbakiem",52.4213126600,16.9081035700,A
1695,"ROSK42","Rondo Skubiszewskiego",52.3898260000,16.8534270000,A
576,"NJEZ01","Nad Jeziorem",52.4732931600,16.7943800500,A
2045,"RUSZK02","Rumianek/Szkolna",52.4621237800,16.6240799700,C
4424,"CYSZK01","Chyby/Szkolna",52.4568890000,16.7673610000,B
1093,"SOEJ01","Sczanieckiej",52.3949794400,16.8969889800,A
1319,"BBOSZ01","Babki/Ośrodek Zdrowia",52.3136827700,16.9360199100,B
2630,"JWJWW01","Jeziory Wielkie/",52.1828968600,17.1324146300,D
2052,"MT02","Most Teatralny",52.4100495400,16.9129050600,A
2512,"ZAOLS02","Zalasewo/Olszynowa",52.3886820000,17.0934280000,B
432,"RDWA02","Rdestowa",52.4892888700,16.9417493000,A
3173,"DOKAS01","Dopiewo/Kasztanowa",52.3645349506,16.6709272619,C
1643,"KINZ01","Krzesinki",52.3402166400,17.0125720900,A
1476,"LI02","Os. Lecha I",52.3879597900,16.9684768100,A
1415,"OAK01","Os. Armii Krajowej",52.3815993700,16.9517949900,A
1805,"KOJEZ02","Komorniki/Jeziorna",52.3294114256,16.8016645160,B
2119,"SCSAR02","Szczytniki/Sarnia",52.2995050000,17.0112800000,B
1381,"SWAN04","Św. Antoniego",52.3645619996,16.9293026818,A
2115,"KXDRU01","Koninko/Drukarska",52.3194150000,17.0243310000,B
2600,"RBWEZ01","Robakowo/Węzeł",52.2968074200,17.0513468000,B
788,"WINI02","Os. Winiary",52.4347906600,16.9087822900,A
599,"BRAN01","Braniewska",52.4352589000,16.8216492500,A
4257,"LEPOG02","Łęczyca/Pogodna",52.3164900000,16.8789600000,B
4317,"ZBZBN01","Żabinko/",52.1953995993,16.8795844507,C
3624,"BFSTA02","Biskupice/Stacja",52.4666168338,17.1698214500,C
1000,"TRZE02","Trzebińska",52.3681974400,16.8424564600,A
1966,"TPDZI02","Tarnowo Pdg/Działkowa",52.4572864100,16.6910767000,C
24,"ALSO41","Aleje Solidarności",52.4359483100,16.9202087300,A
1257,"DYMK03","Dymka",52.3932683700,16.9906881700,A
2502,"RASTL01","Rabowice/Świetlica",52.3896690000,17.1179860000,C
2704,"XSKOS01","Koszuty/",52.2303762363,17.1979788809,C
619,"PONZ01","Polska",52.4186600000,16.8729303300,A
755,"POLN01","Polna Szpital",52.4090092300,16.8935784100,A
2302,"KEPAL01","Krerowo/Pałac",52.2959357000,17.1947378400,B
1752,"GLSTW04","Głuchowo/Stawna",52.3465437186,16.7688141799,C
926,"LUOKR01","Luboń/Okrzei",52.3464174385,16.8869779900,B
1611,"CZ I01","Os. Czecha I",52.3829141900,16.9832447700,A
2366,"BWKRE02","Bolechówko/Kręta",52.5180531200,16.9873820900,C
3606,"ZEKA02","Żelazka",52.3911611495,16.9282696523,A
158,"KORN41","Kórnicka",52.3987998700,16.9520989000,A
2216,"GWJES01","Gowarzewo/Jesionowa",52.3532834800,17.1118970900,B
377,"SOSZ01","Os. Sobieskiego Szkoła",52.4657475600,16.9065992000,A
123,"WROC72","Wrocławska",52.4056098100,16.9323084800,A
1108,"OZIM02","Ozimina",52.4277672700,16.9236348800,A
499,"SUSZ01","Suszki",52.4468964900,16.9140589000,A
2899,"SKSZA01","Skórzewo/Szarotkowa",52.3934170000,16.7950910000,B
286,"ZLWIE01","Złotniki/Wieś",52.4867062600,16.8311198800,B
867,"MODEB01","Mosina/Dębowa",52.2380174884,16.8446090255,C
1254,"ZELA02","Żelazna",52.3923997500,16.9985012200,A
591,"KRZY01","Krzyżowniki",52.4418011800,16.8075931300,A
3551,"LKPET02","Lusówko/Pętla",52.4275463000,16.6544373000,C
4118,"SKWRZ01","Skórzewo/Wrzosowa",52.3963080000,16.7857210000,B
291,"ZLZLO02","Złotniki/Złotnicka",52.4856637100,16.8546857500,B
2632,"JMJMM01","Jeziory Małe/",52.1674859700,17.1476164200,D
3156,"WIAT03","Wiatraczna",52.3903910000,16.9677370000,A
4261,"WIPII01","Wiry/PKM II",52.3147400000,16.8669100000,B
4340,"XSHUI02","Koszuty/Huby I",52.2366159371,17.1657188473,C
1592,"PAMI71","Pamiątkowa",52.3871000200,16.9161885900,A
117,"FRRY41","Fredry",52.4093200000,16.9192700000,A
2184,"OWKSP04","Owińska/Ks. Piotrowskiego",52.5167176300,16.9755695100,C
870,"MODLU02","Mosina/Długa",52.2353771098,16.8423068456,C
3687,"ZLPKM02","Złotniki/PKM",52.4951772031,16.8367580017,B
3888,"UNLU41","Unii Lubelskiej",52.3721260400,16.9501551200,A
1190,"KZTJE01","Koziegłowy/Taczaka I",52.4476466600,17.0011361900,B
1861,"MRSZA03","Mrowino/Szkoła",52.5144080000,16.6985220000,B
1136,"KATE01","Katedra",52.4100161100,16.9481008200,A
3592,"KALI02","Kalinowa",52.3686642348,16.9037278244,A
3664,"DZDB01","Dojazd Biocentrum",52.4328438548,16.8991824949,A
2175,"BOPOL01","Bolechowo/Poligonowa",52.5428265900,16.9866620000,C
3028,"RZRII01","Radzewice/II",52.2147007717,16.9847320899,C
550,"STGR02","Strzeszyn Grecki",52.4467820000,16.8742410000,A
1195,"KZPLY01","Koziegłowy/Pływalnia",52.4481570000,16.9922850000,B
1263,"KURL02","Kurlandzka",52.3917866300,16.9838163500,A
401,"STOI01","Stoińskiego",52.4517639100,16.9276784100,A
539,"PDNZ02","Podolańska",52.4367580000,16.8869810000,A
1454,"NADW01","Nad Wierzbakiem",52.4207927400,16.9083536100,A
1056,"OPOL01","Opolska",52.3673960500,16.8956850100,A
2319,"SRTRZ02","Śródka/III",52.2968637400,17.1383730100,B
55,"LUSZ42","Lutycka Szpital",52.4397183900,16.9099956200,A
483,"WISE01","Wilczak/Serbska",52.4314715500,16.9517450500,A
1103,"OPL01","Os. Pod Lipami",52.4312643600,16.9366546100,A
2683,"XNPET01","Konarskie/Pętla",52.2255104696,17.0352767445,C
1001,"KOWA02","Kowalewicka",52.3686819800,16.8458259200,A
2099,"GRSZK02","Góra/Szkolna",52.4820531500,16.6331125800,C
852,"MOKRA01","Mosina/Krasickiego Limaro",52.2324924100,16.8353117600,C
364,"STRO02","Stróżyńskiego",52.4517175200,16.9038872100,A
424,"RUMA01","Rumiankowa",52.4750613500,16.9464343200,A
9,"SOLA41","Sołacz",52.4235161000,16.9034093800,A
2250,"KXBYL01","Komorniki gm.Kleszczewo/Bylin",52.3263061100,17.1250476100,B
1503,"RUSA02","Os. Rusa",52.3886043400,16.9913986800,A
1697,"CMNA41","Cmentarna",52.3851815900,16.8390540000,A
1009,"KOWI01","Kowalewicka Wiadukt",52.3610670800,16.8540189100,A
477,"WLOD02","Włodarska",52.4354973500,16.9470342300,A
638,"LESK02","Leśnych Skrzatów",52.4121380000,16.8519410000,A
518,"TULO02","Tułodzieckiej",52.4519531800,16.8876748900,A
2554,"MGLES02","M. Goślina/Leśna",52.5654680500,16.9909090100,C
448,"BURY01","Burysława",52.4587803100,16.9468127400,A
2990,"RETM01","Retmańska",52.4783993335,16.7708064509,A
165,"PLBE71","Pl. Bernardyński",52.4043220400,16.9370106900,A
1525,"SANT01","Sanocka",52.3611045100,16.9794658700,A
3521,"WROB02","Wróblewskiego",52.3642313000,16.8842616000,A
1557,"GOSP01","Gospodarska",52.3551389401,17.0291671133,A
384,"SZLI01","Szeligowskiego",52.4627051200,16.9179703700,A
3222,"LIWIE01","Lisówki/Wieś",52.3213090000,16.6433730000,C
400,"STOI04","Stoińskiego",52.4507071500,16.9287427700,A
2532,"ZAOZA02","Zalasewo/Os. Zamoyskiego",52.3883140000,17.0687620000,B
1754,"GLTEC01","Głuchowo/Tęczowa",52.3449651909,16.7749975990,C
1055,"OPOL02","Opolska",52.3673783800,16.8970541200,A
3198,"KOWID02","Komorniki/Widokowa",52.3303769288,16.8183995929,B
2613,"KDBOS02","Kórnik/Bnin Osiedle",52.2228421700,17.0869526200,C
585,"REKR01","Rekreacyjna",52.4641255700,16.8004320300,A
4256,"LEPOG01","Łęczyca/Pogodna",52.3169600000,16.8782700000,B
2422,"LOSAR01","Łowęcin/Sarbinowska",52.4187050000,17.1329300000,C
50,"POLA42","Połabska",52.4348514000,16.9323765300,A
530,"STNZ02","Instytut Genetyki",52.4471560000,16.8980240000,A
1265,"ZIEL01","Zieliniec",52.4150040000,17.0446980000,A
1355,"TARN02","Tarnobrzeska",52.3452016400,16.9183718600,A
1366,"ZAKL02","Zaklikowska",52.3494241300,16.9415749700,A
504,"PIAT01","Piątkowska",52.4416282200,16.9125521600,A
312,"SLDZI01","Suchy Las/Teren Aktywnej Edukacji i Sportu",52.4866868400,16.8796299900,B
360,"LEGO02","Łęgowskiego",52.4609955600,16.8927830700,A
610,"WICH01","Wichrowa",52.4322530000,16.8100220200,A
1804,"WABUK02","Walerianowo/Bukowa",52.3145562640,16.7701128455,C
2546,"GAMPE01","Garby Małe/Pętla",52.3617000000,17.0696770000,C
2063,"LKBOS01","Lusówko/Bosmańska",52.4346932400,16.6447847100,C
2433,"PKSAR02","Paczkowo/1 (Sarbinowska)",52.4053690000,17.1575780000,C
2678,"MIMIE02","Mieczewo/",52.2395817482,17.0076948585,C
4178,"MWSLO01","Miękowo/Słowackiego",52.4893155666,16.9828431218,C
4403,"LUPOP04","Luboń/Poprzeczna",52.3392188743,16.8641480394,B
2717,"SSNAL01","Środa Wielkopolska/Niedziałkowskiego/Almarco",52.2221909511,17.2810049326,C
1223,"BROW01","Browarna",52.3992266000,17.0181635400,A
2214,"SWORZ02","Szewce/Orzechowa",52.3588011600,17.0960952400,B
2139,"KXPIS02","Koninko/Pisarska",52.3064370000,17.0135620000,B
2034,"TPROL01","Tarnowo Pdg/Rolna",52.4627846300,16.6713136300,C
3338,"LUNIE01","Luboń/Niepodległości",52.3489700312,16.8913019560,B
3978,"LENA42","Lechicka/Naramowicka",52.4400811731,16.9464362129,A
3845,"NAKOB03","Napachanie/Kobylnicka",52.4838937565,16.7285555470,B
2429,"SBCHM01","Sarbinowo/I (Chmielna)",52.4193950000,17.1555470000,C
3674,"JKMLY01","Jankowo/Młyn",52.4556560000,17.1636080000,C
2048,"RUKLU01","Rumianek/Świetlica",52.4594056800,16.6202422600,C
904,"LUPOD01","Luboń/Podgórna",52.3250799374,16.8793335721,B
1998,"LWSWA01","Lusowo/Swadzimska",52.4314809700,16.7056440400,C
2270,"MELAK02","Mielno/Łąkowa",52.4916912000,17.0673597200,C
4370,"MSOSI01","Mościenica/Osiedle",52.2508373677,17.0547419706,C
191,"WSPO42","Wspólna",52.3772857100,16.9074117500,A
3689,"UMSZ02","Umultowo Szkoła",52.4717619468,16.9402823089,A
2457,"SGPET01","Sokolniki Gwiazdowskie/Łubinowa",52.4147700000,17.1705440000,C
4263,"WIDWO01","Wiry/Dworcowa",52.3124100000,16.8649700000,B
3694,"SARN02","Sarnia",52.4101300000,17.0440530000,A
129,"MAGA42","Małe Garbary",52.4108894900,16.9372306700,A
1967,"BTSKO01","Batorowo/Skośna",52.4206830000,16.7665960000,C
4358,"RBPOL01","Robakowo/Polna",52.3016916008,17.0630357212,B
1224,"BROW02","Browarna",52.3994165700,17.0184791300,A
2215,"GWJES02","Gowarzewo/Jesionowa",52.3531200800,17.1118252100,B
2406,"SDRAC04","Swarzędz/Os. Raczyńskiego",52.3991740000,17.0633550000,B
2844,"PLPLD02","Plewiska/Południowa",52.3741747100,16.8203774300,B
702,"ZKSWI02","Zakrzewo/Świerkowa",52.3987123100,16.7160926900,C
1461,"KOSC02","Kościelna",52.4135688200,16.9046633600,A
1918,"ZOLIP02","Złotkowo/Lipowa",52.5071870500,16.8349642400,B
140,"SWMI41","Św. Michała",52.4090145800,16.9623295000,A
3698,"KOKRY02","Komorniki/Kryształowa",52.3478390000,16.7833010000,B
2086,"TPZIE02","Tarnowo Pdg/Zielona",52.4676634200,16.6570464800,C
43,"PZEL42","Przełajowa",52.4251718300,16.9446484800,A
3585,"KOPOE02","Komorniki/Os. Poetów ",52.3235908903,16.8052506039,B
488,"SERB03","Serbska",52.4324866200,16.9455849500,A
3016,"SNSAS02","Sasinowo/",52.2606260785,16.9048198841,C
78,"DRZE41","Drzewieckiego",52.3968382200,16.8675472100,A
3250,"KDTFP02","Kórnik/TFP",52.2570018862,17.0844932184,C
2935,"JSNZ01","Jaśkowiaka",52.4886360000,16.9146980000,A
2665,"SCSZK01","Szczodrzykowo/Szkoła",52.2852619500,17.1028057700,C
2657,"DZSLO01","Dziećmierowo/Słoneczna",52.2668494800,17.0982606800,C
1963,"TPMAR01","Tarnowo Pdg/Marianowska",52.4549380500,16.7018251900,C
1145,"ZAWA03","Zawady",52.4148157700,16.9571803800,A
1377,"SWAC01","Św. Antoniego Cmentarz",52.3629986400,16.9379452500,A
2621,"BJMJE02","Błażejewo/Mikołajczyka I",52.2172539400,17.0982873900,C
231,"RSTA45","Rondo Starołęka",52.3793126100,16.9426679000,A
2522,"SDPRO01","Swarzędz/Zielona",52.3967190000,17.0759180000,B
2185,"OWKSP03","Owińska/Ks. Piotrowskiego",52.5165575700,16.9751442200,C
537,"DOZD01","Dojazd",52.4356658500,16.9032891000,A
3597,"LUPKM04","Luboń/PKM",52.3445502543,16.8916118649,B
1459,"URBA02","Urbanowska",52.4217549800,16.9196918200,A
1677,"HEWI04","Hetmańska Wiadukt",52.3827155400,16.9280438000,A
4082,"CMEP01","Cmentarna Parking",52.3901158738,16.8305450676,A
696,"DOKOS01","Dopiewo/Kościół",52.3579512700,16.6763361100,C
1974,"BTPOR02","Batorowo/Poranek",52.4218438200,16.7399436000,C
2213,"KZSZK01","Koziegłowy/Szkoła",52.4465793440,16.9895135404,B
1501,"OSZO02","Os. Zodiak",52.3912530400,16.9883900100,A
1978,"BTZAK02","Batorowo/Zakrzewska",52.4241047600,16.7197069900,C
1235,"BORO01","Borówki",52.3896412700,17.0317914200,A
4168,"KOMAL01","Komorniki/Malinowa",52.3469100000,16.8171300000,B
4203,"GWSKR01","Gowarzewo/Siekierecka Rondo",52.3609880000,17.1321360000,B
2050,"LUOSK02","Luboń/Ośrodek Kultury",52.3266700000,16.8784900000,B
2710,"PEPET02","Pętkowo/",52.2108737795,17.2560203777,C
4181,"KASTO02","Kamionki/Stokrotkowa",52.2904669500,16.9747117000,B
4058,"PLSTS01","Plewiska/Szkoła Nr 2",52.3734100000,16.8088000000,B
1743,"PLSTP02","Plewiska/Straż Pożarna",52.3653363700,16.8078368100,B
827,"DOWI02","Dolna Wilda",52.3696606600,16.9157519700,A
1661,"POLW02","Półwiejska",52.3997682900,16.9283692100,A
800,"ZAME02","Zamek",52.4085773200,16.9176634700,A
2233,"TRTOD01","Trzek/Topolowa",52.3474908081,17.1532634638,B
2496,"JSRTR01","Jasin/Rabowicka III",52.3999250000,17.0966630000,B
425,"RUMA02","Rumiankowa",52.4758266200,16.9462312300,A
1713,"ULAN01","Ułańska",52.3991892000,16.8941675000,A
525,"TRUS02","Truskawiecka",52.4424310000,16.8866650000,A
775,"RYCE04","Rycerska",52.4040272400,16.8692931700,A
367,"WRTV02","Wieża RTV",52.4573215300,16.9041604300,A
187,"ROLN42","Rolna",52.3839405700,16.9183777900,A
617,"BUZA02","Bużańska",52.4234695100,16.8663402700,A
1960,"SWAUC02","Swadzim/Auchan",52.4414867500,16.7626139200,B
891,"PUZRO01","Puszczykowo/Źródlana",52.2932731600,16.8621866100,C
3919,"DEWIA02","Dębogóra/Wiązowa",52.4989976345,17.0761551951,C
3351,"PLSTP03","Plewiska/Straż Pożarna",52.3655447676,16.8079955107,B
998,"SYCO02","Sycowska I",52.3643397200,16.8390925000,A
407,"OSCH01","Os. Chrobrego",52.4523531300,16.9119273400,A
423,"WDNZ01","Widłakowa",52.4722248500,16.9474484300,A
598,"CZKA02","Człopska",52.4350790000,16.8155120000,A
1058,"KACZ01","Kacza",52.3804992200,16.8621902600,A
1452,"SLAS01","Śląska",52.4242723400,16.9092110800,A
1980,"LWBOC01","Lusowo/Boczna",52.4216198200,16.7179949900,C
753,"KRAS02","Kraszewskiego",52.4086350800,16.9018666600,A
1764,"PLSZK02","Plewiska/Szkoła Nr 1",52.3618800000,16.8084700000,B
667,"ROLW01","Rondo Ławickich Wydm",52.3968425900,16.8034918500,A
2200,"CEOPP01","Czerwonak/Os. Przylesie PKM",52.4805430700,16.9785901400,B
1824,"KCPET01","Kicin/Pętla",52.4655540800,17.0205516500,B
3281,"ARNI02","Arnikowa",52.4915901901,16.9420237014,A
1210,"TERM01","Termalna",52.4091242700,16.9715842800,A
509,"LUSZ02","Lutycka Szpital",52.4403618500,16.9081700400,A
2082,"GBWIE01","Grzebienisko/Wierzbowa",52.4329071300,16.5316423700,C
3174,"DOWJE01","Dopiewo/Więckowska I",52.3679249590,16.6665147505,C
1418,"OBOH02","Os. Bohaterów II Wojny Światowej",52.3828974700,16.9475344600,A
1825,"KCSZK01","Kicin/Szkoła",52.4629347900,17.0185013200,B
1842,"RKROL01","Rokietnica/Rolna",52.5076521200,16.7554776000,B
3626,"BOPKM01","Bolechowo-Os./PKM",52.5401473401,16.9784010952,C
4267,"LEZDR02","Łęczyca/Zdrojowa",52.3069900000,16.8694000000,B
2424,"LOPOP01","Łowęcin/II (Poprzeczna)",52.4198620000,17.1413830000,C
2068,"LKGRA02","Lusówko/Grabowa",52.4331928100,16.6396758300,C
1388,"STAW01","Starołęcka Wiadukt",52.3505683100,16.9208113400,A
27,"KURP42","Kurpińskiego",52.4507481400,16.9194124100,A
86,"MODW71","Most Dworcowy",52.4040015200,16.9110290500,A
3151,"OJAG03","Os. Jagiellońskie",52.3941260000,16.9586210000,A
3718,"DHKLO04","Dachowa/Klonowa",52.2976754900,17.0984648600,B
795,"ALSO01","Aleje Solidarności",52.4362053000,16.9200216900,A
2392,"SDGRU02","Swarzędz/Cieszkowskiego",52.4118990000,17.0850860000,B
2405,"SDRAC03","Swarzędz/Os. Raczyńskiego",52.3999340000,17.0647660000,B
2160,"PRPLN01","Promnice/Północna",52.5413062000,16.9655419200,C
1035,"JESI02","Jesionowa",52.3699119500,16.8928968800,A
792,"OPW02","Os. Powstańców W-wy",52.4354680000,16.9137390000,A
2647,"KDBAK02","Kórnik/Bnin Biernacka",52.2338924800,17.0960409300,C
1778,"KOMAG02","Komorniki/Magazynowa",52.3454522855,16.8273869490,B
940,"LUPSI01","Luboń/Park Siewcy",52.3332823344,16.8894425031,B
1706,"GWAR42","Gwarna",52.4078930200,16.9213767300,A
2199,"CEELE02","Czerwonak/Elewator",52.4864096400,16.9780642500,B
751,"SZYL02","Szylinga",52.4078811500,16.9000950500,A
1076,"KORD04","Kordeckiego",52.3872202000,16.8804214000,A
4099,"MACZ01","Maczka",52.4237505141,16.9134678163,A
3580,"DETU02","Dębiec Tunel PKM",52.3698352000,16.9029113000,A
2138,"KXDZI01","Koninko/Dziennikarska",52.3091129364,17.0163132755,B
1698,"CMNA42","Cmentarna",52.3850653100,16.8391843000,A
